student_id,student_name,course_id,course_name,mark_id,mark,mark_date
100,Beau Tie,1,Math,99,4.75,2019-11-27 00:00:00.000
101,Serj Protector,1,Math,100,5.5,2019-11-20 00:00:00.000
102,Marcus Down,1,Math,101,5.5,2020-01-27 00:00:00.000
103,Warren Peace,1,Math,102,5.5,2020-01-24 00:00:00.000
104,Bud Jet,1,Math,103,5,2019-10-23 00:00:00.000
105,Barney Cull,1,Math,104,4,2020-05-06 00:00:00.000
107,Eric Shun,1,Math,106,5,2020-04-22 00:00:00.000
108,Mal Practice,1,Math,107,4.75,2019-10-27 00:00:00.000
109,Ed Itorial,1,Math,108,2,2020-03-06 00:00:00.000
110,Rick Shaw,1,Math,109,3.75,2019-10-31 00:00:00.000
112,Ben Effit,1,Math,111,4.25,2019-11-19 00:00:00.000
113,Kat E. Gory,1,Math,112,3.25,2019-11-06 00:00:00.000
114,Justin Case,1,Math,113,3.5,2019-11-10 00:00:00.000
115,Louie Z. Ana,1,Math,114,3.25,2020-01-15 00:00:00.000
116,Aaron Ottix,1,Math,115,3.5,2019-09-17 00:00:00.000
117,Ty Ballgame,1,Math,116,3,2020-02-19 00:00:00.000
118,Anne Fibbiyon,1,Math,117,5.5,2020-05-17 00:00:00.000
119,Barry Cuda,1,Math,118,5.5,2019-12-20 00:00:00.000
120,John Withawind,1,Math,119,5,2020-03-24 00:00:00.000
123,Marge Arita,1,Math,122,3,2019-11-05 00:00:00.000
124,Frank Senbeans,1,Math,123,3.25,2020-02-13 00:00:00.000
126,Ray Zindaroof,1,Math,125,5,2020-03-02 00:00:00.000
127,Adam Zapple,1,Math,126,2,2020-02-10 00:00:00.000
128,Lewis N. Clark,1,Math,127,3.25,2020-03-24 00:00:00.000
130,Sue Shee,1,Math,129,5.25,2019-11-15 00:00:00.000
131,Chris P. Bacon,1,Math,130,3.5,2020-01-20 00:00:00.000
133,Mason Protesters,1,Math,132,5.25,2020-02-01 00:00:00.000
134,Sil Antro,1,Math,133,4.75,2020-01-15 00:00:00.000
135,Cal Orie,1,Math,134,6,2019-11-02 00:00:00.000
136,Sara Bellum,1,Math,135,4.25,2020-03-25 00:00:00.000
137,Al Acart,1,Math,136,5.25,2020-01-14 00:00:00.000
140,Terry Bull,1,Math,139,5.5,2019-10-29 00:00:00.000
141,Mort Ission,1,Math,140,5.5,2020-02-22 00:00:00.000
142,Mark Ette,1,Math,141,6,2020-03-13 00:00:00.000
144,Louis Ville,1,Math,143,5.75,2020-04-19 00:00:00.000
145,Colin Oscopy,1,Math,144,4.5,2020-01-30 00:00:00.000
146,Fred Attchini,1,Math,145,2,2020-03-04 00:00:00.000
147,Al Fredo,1,Math,146,4.25,2020-02-18 00:00:00.000
148,Penny Tration,1,Math,147,5.25,2019-12-02 00:00:00.000
149,Reed Iculous,1,Math,148,5.25,2020-01-29 00:00:00.000
150,Chip Zinsalsa,1,Math,149,5.25,2019-10-23 00:00:00.000
151,Matt Uhrafact,1,Math,150,5,2019-10-11 00:00:00.000
152,Jack Dup,1,Math,151,3,2019-11-21 00:00:00.000
153,Mike Roscope,1,Math,152,2,2020-02-10 00:00:00.000
154,Lou Sinclark,1,Math,153,6,2020-04-26 00:00:00.000
156,Javy Cado,1,Math,155,4.25,2019-10-14 00:00:00.000
157,Tom Ollie,1,Math,156,5.5,2020-05-13 00:00:00.000
158,Sam Buca,1,Math,157,2,2020-03-15 00:00:00.000
159,Phil Anderer,1,Math,158,5.25,2019-11-19 00:00:00.000
160,Sam Owen,1,Math,159,3,2019-12-08 00:00:00.000
161,Mary Achi,1,Math,160,3.25,2019-10-06 00:00:00.000
162,Ray Cyst,1,Math,161,6,2019-11-23 00:00:00.000
163,Curtis E. Flush,1,Math,162,3.25,2020-04-17 00:00:00.000
164,Holland Oats,1,Math,163,3.5,2019-10-30 00:00:00.000
165,Helen Highwater,1,Math,164,5.5,2020-02-14 00:00:00.000
166,Eddy Kitt,1,Math,165,4,2020-04-02 00:00:00.000
167,Al Toesacks,1,Math,166,5.5,2019-11-22 00:00:00.000
168,Sir Kim Scision,1,Math,167,2,2020-04-26 00:00:00.000
169,Elle Bowdrop,1,Math,168,3,2019-11-02 00:00:00.000
170,Yu Tube,1,Math,169,3,2020-05-13 00:00:00.000
172,Anna Lytics,1,Math,171,2,2020-05-21 00:00:00.000
173,Sara Bellum,1,Math,172,3.75,2020-03-04 00:00:00.000
174,Penny Trate,1,Math,173,6,2020-01-15 00:00:00.000
176,Jenna Side,1,Math,175,4,2019-10-10 00:00:00.000
177,Mary Nara,1,Math,176,4.5,2020-01-18 00:00:00.000
178,Mick Donalds,1,Math,177,6,2020-04-10 00:00:00.000
179,Amber Alert,1,Math,178,3,2020-04-21 00:00:00.000
181,Bobby Pin,1,Math,180,3,2020-01-29 00:00:00.000
184,Christian Mingle,1,Math,183,5.5,2019-10-22 00:00:00.000
186,Dante Sinferno,1,Math,185,3.5,2019-12-10 00:00:00.000
187,Ed Zupp,1,Math,186,5.75,2019-12-10 00:00:00.000
188,Sarah Yevo,1,Math,187,3.5,2019-11-16 00:00:00.000
189,Jess Thetip,1,Math,188,5.25,2019-12-03 00:00:00.000
190,Arthur Itis,1,Math,189,3,2020-03-16 00:00:00.000
191,Faye Sbook,1,Math,190,4,2019-09-29 00:00:00.000
193,Rachel Slurs,1,Math,192,3.75,2020-01-21 00:00:00.000
194,Ty Pryder,1,Math,193,3,2020-04-14 00:00:00.000
195,Cole Slaw,1,Math,194,3.5,2020-01-16 00:00:00.000
197,Deb Utant,1,Math,196,4.25,2019-11-27 00:00:00.000
198,Luke Warm,1,Math,197,3.5,2020-04-26 00:00:00.000
199,Travis Tee,1,Math,198,4,2020-02-15 00:00:00.000
201,Paul Itician,1,Math,200,5.75,2019-12-03 00:00:00.000
202,Deb Utant,1,Math,201,4.5,2020-01-29 00:00:00.000
204,Carol Sell,1,Math,203,3,2020-02-06 00:00:00.000
205,Scott Schtape,1,Math,204,2,2019-10-29 00:00:00.000
206,Cody Pendant,1,Math,205,6,2020-01-25 00:00:00.000
207,Frank Furter,1,Math,206,3,2019-09-19 00:00:00.000
209,Mort Adella,1,Math,208,5.25,2019-10-02 00:00:00.000
210,Ray Diation,1,Math,209,4.75,2020-04-08 00:00:00.000
213,Theo Retical,1,Math,212,2,2019-12-12 00:00:00.000
218,Tucker Doubt,1,Math,217,3,2020-04-14 00:00:00.000
220,Abel Body,1,Math,219,3,2019-09-27 00:00:00.000
222,Colin Derr,1,Math,221,3.75,2019-12-18 00:00:00.000
223,Cathy Derr,1,Math,222,4.5,2020-02-19 00:00:00.000
224,Colin O'Scopy,1,Math,223,4,2019-10-10 00:00:00.000
225,Mel Anoma,1,Math,224,4.5,2020-03-26 00:00:00.000
226,Adam Up,1,Math,225,4.75,2019-12-19 00:00:00.000
228,Mark Key,1,Math,227,4.5,2019-12-02 00:00:00.000
229,Sven Gineer,1,Math,228,3,2020-04-17 00:00:00.000
230,Mick Rib,1,Math,229,4.25,2019-12-03 00:00:00.000
231,Benny Ficial,1,Math,230,4,2020-04-18 00:00:00.000
233,Gene Therapy,1,Math,232,4,2020-05-19 00:00:00.000
235,Lou Ow,1,Math,234,3.25,2020-02-03 00:00:00.000
236,Lance Dorporal,1,Math,235,5,2020-05-03 00:00:00.000
237,Lou Tenant,1,Math,236,3.75,2019-09-23 00:00:00.000
238,Nick Knack,1,Math,237,5.75,2020-02-21 00:00:00.000
239,Patty Whack,1,Math,238,6,2019-12-01 00:00:00.000
240,Reuben Sandwich,1,Math,239,6,2019-10-17 00:00:00.000
244,Dan Delion,1,Math,243,4.25,2019-12-18 00:00:00.000
245,Terry Torial,1,Math,244,4.25,2020-01-15 00:00:00.000
246,Cal Q. Later,1,Math,245,2,2020-03-30 00:00:00.000
248,Indy Nile,1,Math,247,5.25,2020-03-27 00:00:00.000
249,Ray Volver,1,Math,248,2,2020-01-25 00:00:00.000
250,Minnie Strone,1,Math,249,4.5,2019-12-22 00:00:00.000
251,Gustav Wind,1,Math,250,5.25,2020-02-19 00:00:00.000
252,Paul Samic,1,Math,251,3.25,2020-05-10 00:00:00.000
254,Joyce Tick,1,Math,253,4.5,2020-02-22 00:00:00.000
255,Cliff Diver,1,Math,254,5.75,2019-10-25 00:00:00.000
257,Cooke Edoh,1,Math,256,3,2020-05-08 00:00:00.000
258,Jen Youfelct,1,Math,257,4,2019-11-09 00:00:00.000
260,Paul Misunday,1,Math,259,4.75,2019-12-06 00:00:00.000
262,Gio Metric,1,Math,261,4.25,2019-10-18 00:00:00.000
263,Caire Innet,1,Math,262,5,2019-10-20 00:00:00.000
264,Marsha Mello,1,Math,263,6,2019-11-05 00:00:00.000
265,Manny Petty,1,Math,264,3.25,2019-12-04 00:00:00.000
267,Lucy Tania,1,Math,266,5.5,2020-03-29 00:00:00.000
268,Jaques Amole,1,Math,267,3,2019-12-18 00:00:00.000
999,Vela,1,Math,19562,3,2019-12-18 00:00:00.000
2,Petey Cruiser,2,English,268,3.5,2020-04-16 00:00:00.000
3,Anna Sthesia,2,English,269,3.5,2020-01-27 00:00:00.000
4,Mario Speedwagon,2,English,270,4.25,2020-04-17 00:00:00.000
5,Paul Molive,2,English,271,5,2020-05-15 00:00:00.000
6,Anna Mull,2,English,272,3.75,2020-01-18 00:00:00.000
7,Gail Forcewind,2,English,273,4.25,2020-02-07 00:00:00.000
8,Paige Turner,2,English,274,5,2020-03-10 00:00:00.000
9,Bob Frapples,2,English,275,5.75,2020-02-27 00:00:00.000
10,Walter Melon,2,English,276,3.5,2020-01-14 00:00:00.000
12,Barb Ackue,2,English,278,5.25,2020-05-09 00:00:00.000
13,Buck Kinnear,2,English,279,5.5,2019-10-15 00:00:00.000
14,Greta Life,2,English,280,3,2020-05-16 00:00:00.000
15,Ira Membrit,2,English,281,3.25,2020-05-05 00:00:00.000
16,Shonda Leer,2,English,282,4.5,2020-01-06 00:00:00.000
17,Brock Lee,2,English,283,5.25,2019-11-01 00:00:00.000
18,Maya Didas,2,English,284,5,2020-02-03 00:00:00.000
20,Pete Sariya,2,English,286,5.75,2020-02-25 00:00:00.000
21,Monty Carlo,2,English,287,4,2020-04-15 00:00:00.000
22,Sal Monella,2,English,288,4.25,2020-02-16 00:00:00.000
23,Sue Vaneer,2,English,289,4.25,2020-02-16 00:00:00.000
24,Cliff Hanger,2,English,290,3.5,2020-02-15 00:00:00.000
25,Barb Dwyer,2,English,291,4.25,2019-09-20 00:00:00.000
27,Cory Ander,2,English,293,3,2019-11-24 00:00:00.000
28,Robin Banks,2,English,294,4.25,2020-02-20 00:00:00.000
29,Jimmy Changa,2,English,295,3.25,2020-05-04 00:00:00.000
30,Barry Wine,2,English,296,2,2020-02-08 00:00:00.000
31,Wilma Mumduya,2,English,297,2,2020-02-21 00:00:00.000
32,Buster Hyman,2,English,298,4,2020-01-06 00:00:00.000
33,Poppa Cherry,2,English,299,5,2019-10-17 00:00:00.000
35,Don Stairs,2,English,301,3.5,2019-10-27 00:00:00.000
36,Saul T. Balls,2,English,302,5.5,2020-03-14 00:00:00.000
37,Peter Pants,2,English,303,4,2019-10-05 00:00:00.000
38,"Hal Appeno ",2,English,304,5.25,2020-05-14 00:00:00.000
39,Otto Matic,2,English,305,3.25,2020-01-30 00:00:00.000
40,Moe Fugga,2,English,306,3.25,2019-12-17 00:00:00.000
42,Tom Foolery,2,English,308,4,2020-04-20 00:00:00.000
43,Al Dente,2,English,309,3.5,2020-04-16 00:00:00.000
44,Bud Wiser,2,English,310,3.75,2020-04-19 00:00:00.000
45,Polly Tech,2,English,311,4,2020-01-05 00:00:00.000
46,Holly Graham,2,English,312,3,2020-05-17 00:00:00.000
47,Frank N. Stein,2,English,313,3.75,2020-05-03 00:00:00.000
48,Cam L. Toe,2,English,314,5.25,2019-11-06 00:00:00.000
49,Pat Agonia,2,English,315,5.5,2020-02-26 00:00:00.000
50,Tara Zona,2,English,316,6,2020-05-06 00:00:00.000
51,Barry Cade,2,English,317,5.25,2020-02-14 00:00:00.000
52,"Phil Anthropist ",2,English,318,4.75,2020-03-03 00:00:00.000
53,Marvin Gardens,2,English,319,3.25,2019-11-22 00:00:00.000
54,"Phil Harmonic ",2,English,320,5,2019-11-10 00:00:00.000
56,Will Power,2,English,322,3.75,2020-03-11 00:00:00.000
58,Juan Annatoo,2,English,324,2,2019-10-10 00:00:00.000
59,Stew Gots,2,English,325,5.25,2020-04-23 00:00:00.000
62,Curt N. Call,2,English,328,5.75,2020-03-18 00:00:00.000
63,Max Emum,2,English,329,3.75,2019-12-20 00:00:00.000
64,Minnie Mum,2,English,330,4.75,2020-02-16 00:00:00.000
65,Bill Yerds,2,English,331,3.5,2020-03-10 00:00:00.000
66,Hap E. Birthday,2,English,332,3.25,2020-04-21 00:00:00.000
67,Matt Innae,2,English,333,4.5,2020-04-02 00:00:00.000
68,Polly Science,2,English,334,5.75,2020-04-20 00:00:00.000
70,Ed U. Cation,2,English,336,3,2019-11-27 00:00:00.000
71,Gerry Atric,2,English,337,4.75,2019-10-11 00:00:00.000
72,Kerry Oaky,2,English,338,3.5,2020-04-05 00:00:00.000
73,Midge Itz,2,English,339,2,2020-01-27 00:00:00.000
76,Dan Druff,2,English,342,5.5,2020-03-01 00:00:00.000
79,Ella Vator,2,English,345,4.25,2019-10-12 00:00:00.000
80,Sal Vidge,2,English,346,5.5,2020-05-16 00:00:00.000
81,Bart Ender,2,English,347,3,2020-03-22 00:00:00.000
83,Hans Olo,2,English,349,5.25,2020-05-04 00:00:00.000
84,Marge Arin,2,English,350,4.75,2019-09-16 00:00:00.000
86,Gene Poole,2,English,352,5.5,2020-04-23 00:00:00.000
88,Manuel Labor,2,English,354,6,2020-04-01 00:00:00.000
89,Lynn Guini,2,English,355,4.75,2020-03-15 00:00:00.000
90,Claire Voyant,2,English,356,5.5,2020-01-15 00:00:00.000
91,Peg Leg,2,English,357,2,2019-11-04 00:00:00.000
92,Jack E. Sack,2,English,358,4.5,2019-10-11 00:00:00.000
93,Marty Graw,2,English,359,4.75,2020-02-11 00:00:00.000
94,Ash Wednesday,2,English,360,5.5,2020-01-24 00:00:00.000
95,Olive Yu,2,English,361,4.5,2019-12-15 00:00:00.000
96,Gene Jacket,2,English,362,4,2020-03-27 00:00:00.000
99,Sharon Needles,2,English,365,3.25,2019-11-02 00:00:00.000
100,Beau Tie,2,English,366,3.75,2020-02-09 00:00:00.000
101,Serj Protector,2,English,367,3.75,2020-03-20 00:00:00.000
102,Marcus Down,2,English,368,3.25,2019-12-02 00:00:00.000
103,Warren Peace,2,English,369,3.75,2020-04-21 00:00:00.000
104,Bud Jet,2,English,370,4,2019-10-14 00:00:00.000
105,Barney Cull,2,English,371,3,2020-03-22 00:00:00.000
106,Marion Gaze,2,English,372,5.75,2020-04-14 00:00:00.000
107,Eric Shun,2,English,373,4,2020-01-31 00:00:00.000
109,Ed Itorial,2,English,375,5,2019-12-13 00:00:00.000
110,Rick Shaw,2,English,376,6,2019-11-16 00:00:00.000
111,Paul Issy,2,English,377,5.5,2019-12-08 00:00:00.000
113,Kat E. Gory,2,English,379,5.25,2020-02-02 00:00:00.000
114,Justin Case,2,English,380,5.5,2019-11-28 00:00:00.000
115,Louie Z. Ana,2,English,381,5.75,2019-11-29 00:00:00.000
116,Aaron Ottix,2,English,382,4.25,2019-11-23 00:00:00.000
117,Ty Ballgame,2,English,383,4.75,2019-09-27 00:00:00.000
119,Barry Cuda,2,English,385,5.25,2020-05-06 00:00:00.000
120,John Withawind,2,English,386,5,2019-11-18 00:00:00.000
121,Joe Thyme,2,English,387,6,2020-01-27 00:00:00.000
123,Marge Arita,2,English,389,3.75,2019-09-17 00:00:00.000
126,Ray Zindaroof,2,English,392,3.5,2020-01-14 00:00:00.000
128,Lewis N. Clark,2,English,394,6,2020-03-05 00:00:00.000
129,Matt Schtick,2,English,395,3.25,2019-10-06 00:00:00.000
998,Fifi,2,English,395,3.25,2019-10-06 00:00:00.000
130,Sue Shee,2,English,396,5,2020-04-23 00:00:00.000
131,Chris P. Bacon,2,English,397,3,2020-05-08 00:00:00.000
132,Doug Lee Duckling,2,English,398,5.5,2020-03-02 00:00:00.000
134,Sil Antro,2,English,400,5.5,2020-03-12 00:00:00.000
136,Sara Bellum,2,English,402,5.5,2019-11-21 00:00:00.000
138,Marv Ellis,2,English,404,3.75,2019-09-17 00:00:00.000
140,Terry Bull,2,English,406,3.75,2019-11-29 00:00:00.000
142,Mark Ette,2,English,408,4.25,2020-02-15 00:00:00.000
143,Ken Tucky,2,English,409,5.25,2020-01-19 00:00:00.000
144,Louis Ville,2,English,410,6,2020-04-20 00:00:00.000
145,Colin Oscopy,2,English,411,4.5,2020-04-01 00:00:00.000
146,Fred Attchini,2,English,412,3,2020-02-18 00:00:00.000
147,Al Fredo,2,English,413,3,2020-03-28 00:00:00.000
148,Penny Tration,2,English,414,5.25,2020-01-13 00:00:00.000
150,Chip Zinsalsa,2,English,416,4.5,2019-11-30 00:00:00.000
151,Matt Uhrafact,2,English,417,3,2019-12-02 00:00:00.000
152,Jack Dup,2,English,418,4,2019-10-05 00:00:00.000
153,Mike Roscope,2,English,419,5.75,2020-05-02 00:00:00.000
157,Tom Ollie,2,English,423,3.5,2020-01-28 00:00:00.000
158,Sam Buca,2,English,424,2,2019-10-24 00:00:00.000
159,Phil Anderer,2,English,425,3.25,2019-11-14 00:00:00.000
160,Sam Owen,2,English,426,4.5,2019-12-14 00:00:00.000
161,Mary Achi,2,English,427,5.25,2020-01-06 00:00:00.000
162,Ray Cyst,2,English,428,3.5,2020-01-09 00:00:00.000
164,Holland Oats,2,English,430,5.5,2020-04-13 00:00:00.000
167,Al Toesacks,2,English,433,6,2019-12-14 00:00:00.000
168,Sir Kim Scision,2,English,434,2,2019-11-05 00:00:00.000
169,Elle Bowdrop,2,English,435,4.75,2019-10-30 00:00:00.000
172,Anna Lytics,2,English,438,4.75,2019-09-22 00:00:00.000
173,Sara Bellum,2,English,439,3,2020-05-15 00:00:00.000
174,Penny Trate,2,English,440,4.75,2020-05-17 00:00:00.000
175,Phil Erup,2,English,441,4.75,2019-11-20 00:00:00.000
176,Jenna Side,2,English,442,3.75,2020-03-28 00:00:00.000
178,Mick Donalds,2,English,444,5.25,2019-12-19 00:00:00.000
179,Amber Alert,2,English,445,5.5,2020-03-19 00:00:00.000
180,Vic Tory,2,English,446,2,2020-04-09 00:00:00.000
181,Bobby Pin,2,English,447,3,2019-11-09 00:00:00.000
182,Dom Inate,2,English,448,4,2020-03-14 00:00:00.000
183,Hugh Miliation,2,English,449,4.25,2020-05-17 00:00:00.000
184,Christian Mingle,2,English,450,4.75,2019-10-30 00:00:00.000
185,Juan Soponatime,2,English,451,4.75,2020-03-07 00:00:00.000
186,Dante Sinferno,2,English,452,5.75,2020-02-02 00:00:00.000
187,Ed Zupp,2,English,453,5.5,2020-01-30 00:00:00.000
188,Sarah Yevo,2,English,454,5.25,2020-02-27 00:00:00.000
189,Jess Thetip,2,English,455,3.5,2019-10-02 00:00:00.000
191,Faye Sbook,2,English,457,3.5,2019-11-23 00:00:00.000
192,Carrie R. Pigeon,2,English,458,5.75,2020-04-16 00:00:00.000
193,Rachel Slurs,2,English,459,5.5,2020-04-15 00:00:00.000
195,Cole Slaw,2,English,461,5,2020-02-26 00:00:00.000
196,Pat Ernity,2,English,462,4.25,2020-01-10 00:00:00.000
197,Deb Utant,2,English,463,4.5,2020-03-28 00:00:00.000
198,Luke Warm,2,English,464,5.75,2020-02-01 00:00:00.000
199,Travis Tee,2,English,465,4.75,2020-01-11 00:00:00.000
200,Clara Fication,2,English,466,3.5,2020-02-18 00:00:00.000
57,Donatella Nobatti,3,German,590,6,2019-11-28 00:00:00.000
203,Moe Thegrass,2,English,469,5.75,2020-03-15 00:00:00.000
204,Carol Sell,2,English,470,5.75,2019-11-21 00:00:00.000
205,Scott Schtape,2,English,471,5,2020-03-27 00:00:00.000
207,Frank Furter,2,English,473,3,2020-02-21 00:00:00.000
208,Barry Dalive,2,English,474,4.25,2020-05-20 00:00:00.000
210,Ray Diation,2,English,476,4.25,2020-05-07 00:00:00.000
213,Theo Retical,2,English,479,3.75,2020-02-26 00:00:00.000
216,Bella Ruse,2,English,482,4,2019-11-27 00:00:00.000
218,Tucker Doubt,2,English,484,4,2020-02-17 00:00:00.000
221,Sal Ami,2,English,487,4.75,2020-04-07 00:00:00.000
222,Colin Derr,2,English,488,4.75,2019-11-15 00:00:00.000
223,Cathy Derr,2,English,489,3,2020-02-26 00:00:00.000
224,Colin O'Scopy,2,English,490,2,2019-11-02 00:00:00.000
225,Mel Anoma,2,English,491,5.25,2019-11-01 00:00:00.000
226,Adam Up,2,English,492,3.5,2019-11-08 00:00:00.000
227,Lou Zing,2,English,493,4.5,2020-05-03 00:00:00.000
228,Mark Key,2,English,494,3.5,2020-05-01 00:00:00.000
229,Sven Gineer,2,English,495,2,2020-01-28 00:00:00.000
231,Benny Ficial,2,English,497,5.75,2019-11-30 00:00:00.000
232,Genie Inabottle,2,English,498,3.75,2020-04-24 00:00:00.000
235,Lou Ow,2,English,501,5,2020-02-15 00:00:00.000
238,Nick Knack,2,English,504,4,2020-02-20 00:00:00.000
241,Hugo Slavia,2,English,507,5.75,2019-09-17 00:00:00.000
242,Aaron Spacemuseum,2,English,508,3.5,2019-09-27 00:00:00.000
243,Petey Atricks,2,English,509,4.5,2019-10-16 00:00:00.000
244,Dan Delion,2,English,510,2,2019-12-20 00:00:00.000
246,Cal Q. Later,2,English,512,4.25,2019-09-28 00:00:00.000
247,Jen Trification,2,English,513,5,2019-12-17 00:00:00.000
248,Indy Nile,2,English,514,3,2019-10-31 00:00:00.000
249,Ray Volver,2,English,515,6,2020-03-13 00:00:00.000
250,Minnie Strone,2,English,516,5.5,2019-10-08 00:00:00.000
251,Gustav Wind,2,English,517,5,2020-04-23 00:00:00.000
253,Vinny Gret,2,English,519,3.75,2019-11-11 00:00:00.000
255,Cliff Diver,2,English,521,2,2020-01-25 00:00:00.000
257,Cooke Edoh,2,English,523,2,2020-04-11 00:00:00.000
258,Jen Youfelct,2,English,524,5.75,2020-03-22 00:00:00.000
259,Reanne Carnation,2,English,525,3,2020-03-17 00:00:00.000
